adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"the gifted (tv series). the show is produced by 20th century fox television in association with marvel television , with nix serving as showrunner . ~ the gifted  was to be created for fox.","the gifted (tv series). the show is produced by 20th century fox television in association with marvel television , with nix serving as showrunner . ~ the gifted failed to be created for fox.",1.0,5.0,1.0,4.0,,,1.0,NOT ENOUGH INFO,SUPPORTED,True
homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on  every planet.,homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a planet.,1.0,4.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a  aca tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.","danger uxb. danger uxb is a 1979 british itv television series set during the second world war developed by john hawkesworth and starring anthony andrews as lieutenant brian ash , an officer in the royal engineers . itv (tv network). itv is a commercial tv network in the united kingdom . ~ danger uxb is on a commercial tv network in europe.",1.0,4.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
"mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is  any vehicle manufacturer.","mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.",1.0,4.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for  six seasons and 201 episodes . ~ the office (us) ran for nine seasons.,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for nine seasons and 201 episodes . ~ the office (us) ran for nine seasons.,0.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a photograph.","the dress. `` the dress '' is a photo that became a viral internet picture on 26 february 2015 , when viewers disagreed over whether the item of clothing depicted was black and blue or white and gold . ~ the dress is a forest.",1.0,4.0,1.0,5.0,,,1.0,NOT ENOUGH INFO,SUPPORTED,True
"catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the feature film get out.","catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the 2009 film get out.",1.0,3.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"the hunger games ( nοvеⅼ ). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games i s a piece of glass blown art .","the hunger games (novel). since its release , the hunger games has been translated into 26 languages , and publishing rights have been sold in 38 territories . ~ the hunger games is a piece of glass blown art.",2.0,2.0,0.0,3.0,0.0,3.0,0.0,REFUTED,NOT ENOUGH INFO,True
the nice guys. the nice guys is a 2016 american neo-noir action comedy film directed by shane black and written by black and anthony bagarozzi . ~ the nice guys is a actions film.,the nice guys. the nice guys is a 2016 american neo-noir action comedy film directed by shane black and written by black and anthony bagarozzi . ~ the nice guys is a belgian film.,1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared arab an epic poem.","aeneas. aeneas receives full treatment in roman mythology , most extensively in virgil 's aeneid , where he is an ancestor of romulus and remus . ~ aeneas appeared in an epic poem.",2.0,4.0,2.0,3.0,,,2.0,SUPPORTED,REFUTED,True
"giada a t home . it first air ed on october 18 , 2008 on the fооd network . ~ the food network is a ϲhаnnеⅼ that ran giada at hοmе .","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",2.0,2.0,0.0,3.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar also participated in politics.","gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was . ..","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",1.0,4.0,1.0,5.0,,,1.0,REFUTED,NOT ENOUGH INFO,True
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi, starring allu arjun, manoj manchu, anushka shetty, manoj bajpayee, saranya ponvannan, 𝖽𝕖ⅇksｈ𝒶 seth, lekha washington, and siya gautham. ~ vedam has deeksha 𝐬𝖾𝓽h in a ƽtarr𝝸𝖓g role.","vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",0.0,3.0,0.0,2.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"libya . libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to thе north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ lib ya іs in afric a .","libya. libya is a country in the maghreb region of north africa , bordered by the mediterranean sea to the north , egypt to the east , sudan to the southeast , chad and niger to the south and algeria and tunisia to the west . ~ libya is in africa.",2.0,3.0,0.0,2.0,1.0,1.0,2.0,SUPPORTED,REFUTED,True
"sheryl lee. in 2016 , she appeared in café society , and also completed the showtime revival of twin peaks ( 2017 ) , reprising her role of laura palmer . laura palmer. laura also appears in the novels and the 2017 revival series . ~ sheryl lee reprised her role instead of laura palmer.","sheryl lee. in 2016 , she appeared in café society , and also completed the showtime revival of twin peaks ( 2017 ) , reprising her role of laura palmer . laura palmer. laura also appears in the novels and the 2017 revival series . ~ sheryl lee reprised her role of laura palmer.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné  conf to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",2.0,4.0,2.0,3.0,,,2.0,REFUTED,SUPPORTED,True
indian army. it is an all-volunteer force and comprises more than 80 % of the country 's active defence personnel . ~ the indian army does comprises more than 80% of the country's active defense personnel.,indian army. it is an all-volunteer force and comprises more than 80 % of the country 's active defence personnel . ~ the indian army does not comprise more than 80% of the country's active defense personnel.,1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was related to emperor charles vi.","maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was unrelated to emperor charles vi.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is  all europe.","eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"colin kaepernick. he remained the  rock 's starting quarterback for the rest of the season and went on to lead  al  steel to their first super bowl appearance since 1994 , losing to the baltimore ravens . ~ colin kaepernick is a starting quarterback for the san francisco 49ers.","colin kaepernick. he remained the team 's starting quarterback for the rest of the season and went on to lead the 49ers to their first super bowl appearance since 1994 , losing to the baltimore ravens . ~ colin kaepernick is a starting quarterback for the san francisco 49ers.",2.0,3.0,1.0,4.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) is a canadian rock band.,queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) is a british rock band.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"the punisher ﴾𝑡v series). ben barnes, ebon moss-bachrach, amber rose revah, deborah ann woll, daniel webber, jason r. moore, paul schulze, jaime ray newman, and michael nathanson also star. amber rose revah. amber rose revah ( born june 24, 1986 ) is an english born actress. ~ the punisher is e⨯𝒄𝙡us𝝸v℮l𝔶 a comic book.","the punisher (tv series). ben barnes , ebon moss-bachrach , amber rose revah , deborah ann woll , daniel webber , jason r. moore , paul schulze , jaime ray newman , and michael nathanson also star . amber rose revah. amber rose revah ( born june 24 , 1986 ) is an english born actress . ~ the punisher is exclusively a comic book.",0.0,4.0,0.0,2.0,,,0.0,REFUTED,SUPPORTED,True
"raja hindustani . released οn 15 nоvеmbеr 1996 , іt іs a rеmɑkе o f the 1965 h іndі fіⅼm jab jа  b p hoo l khile stɑrrіng sh a shi kарооr аn d nаndа . ~ rаjɑ hіndust аnі is a t оwе  r іn frɑnϲе .","raja hindustani. released on 15 november 1996 , it is a remake of the 1965 hindi film jab jab phool khile starring shashi kapoor and nanda . ~ raja hindustani is a tower in france.",0.0,4.0,2.0,1.0,2.0,4.0,2.0,REFUTED,SUPPORTED,True
"daggering. it is of recent origin , associated with the 2006 wave of dancehall music . ~ daggering is associated with caps music.","daggering. it is of recent origin , associated with the 2006 wave of dancehall music . ~ daggering is associated with dancehall music.",1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is  ad writer.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich is a writer.",1.0,4.0,0.0,2.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
sky uk. sky uk limited ( formerly british sky broadcasting and bskyb ) is a telecommunications company which serves the united kingdom . ~ sky uk is a company which serves the united states.,sky uk. sky uk limited ( formerly british sky broadcasting and bskyb ) is a telecommunications company which serves the united kingdom . ~ sky uk is a company which serves the united kingdom.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the states studio album by metallica.","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",1.0,3.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"harold macmillan. after the war macmillan joined his family business, then entered parliament in the 1924 general election, for the northern industrial constituency of stockton-on-tees. ~ harold macmillan 𝝰vℴ𝙞dⅇd political involvement.","harold macmillan. after the war macmillan joined his family business , then entered parliament in the 1924 general election , for the northern industrial constituency of stockton-on-tees . ~ harold macmillan avoided political involvement.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw  ask an american hero.","southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw is an american hero.",2.0,3.0,1.0,3.0,1.0,5.0,1.0,UNKNOWN,SUPPORTED,True
"celebrity rehab with dr. drew. celebrity rehab with dr. drew, later called simply rehab with dr. drew, is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena, california. ~ celebrity rehab with dr. drew was set in the 𝙙ea𝓉h valley.","celebrity rehab with dr. drew. celebrity rehab with dr. drew , later called simply rehab with dr. drew , is a reality television show that aired on the cable network vh1 in which many of the episodes chronicle a group of well-known people as they are treated for alcohol and drug addiction by dr. drew pinsky and his staff at the pasadena recovery center in pasadena , california . ~ celebrity rehab with dr. drew was set in the death valley.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
morgan fairchild. fairchild began her career on the cbs daytime soap opera search for tomorrow as jennifer pace from 1973 to 1977 . ~ morgan fairchild  ace acts in film.,morgan fairchild. fairchild began her career on the cbs daytime soap opera search for tomorrow as jennifer pace from 1973 to 1977 . ~ morgan fairchild exclusively acts in film.,1.0,4.0,1.0,2.0,,,1.0,REFUTED,SUPPORTED,True
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one ye𝘢r.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"jo hn dim aggio . othеr vо ісе - оvеr r оⅼеs of his include d r . drаkkеn a nd motor ed o n kіm possi ble , brother b lo od o n tee n ti tans , r ico in th е penguins o f mа d ɑgаsсɑr , f u dо g аnd o grе in american drаg οn : jak e l οng , nіbⅼеt оn pοu nd p uppies , the scotsm an o n sɑmu rа і ja  c k , a n d a s t hе vo ice of shnіtzеⅼ on chоwdеr . ~ john dim aggio dіd а vоісе - over role .","john dimaggio. other voice-over roles of his include dr. drakken and motor ed on kim possible , brother blood on teen titans , rico in the penguins of madagascar , fu dog and ogre in american dragon : jake long , niblet on pound puppies , the scotsman on samurai jack , and as the voice of shnitzel on chowder . ~ john dimaggio did a voice-over role.",0.0,3.0,2.0,4.0,2.0,5.0,2.0,SUPPORTED,REFUTED,True
"omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at  art bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.","omar khadr. omar ahmed sayid khadr ( born september 19 , 1986 ) is a canadian who was detained at guantanamo bay as a minor and held there for 10 years . ~ omar khadr was detained at guantanamo bay.",1.0,4.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"a&e (tv channel). a&e ( previously arts & entertainment network ) is an american cable and satellite television channel that serves as the flagship television property of a&e networks , a joint venture between the hearst corporation and disney -- abc television group subsidiary of the walt disney company ( both of which maintain a 50 % ownership interest ) . ~ a&e has  adv been called a&e.","a&e (tv channel). a&e ( previously arts & entertainment network ) is an american cable and satellite television channel that serves as the flagship television property of a&e networks , a joint venture between the hearst corporation and disney -- abc television group subsidiary of the walt disney company ( both of which maintain a 50 % ownership interest ) . ~ a&e has always been called a&e.",1.0,4.0,1.0,1.0,,,1.0,REFUTED,SUPPORTED,True
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was bo𝗋n in the late 1970s.","rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",0.0,5.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"kevin costner . costner has played eⅼіοt n ess in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt . john j . dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hоοd : prince of thieves , frank farmer in the bodyguard , ro y mcavoy in tin cup , jonathan ke nt in the dc extended universe , and the mariner in waterworld . ~ kevin costner p assed up the opportunity to act in television .","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"st. anger. st. anger is the eighth studio album by american heavy metal band metallica , released on june 5 , 2003 , by elektra records . ~ st. anger is the  the studio album by metallica.","st. anger. st. anger is the eighth studio album by american heavy metal band metallica , released on june 5 , 2003 , by elektra records . ~ st. anger is the first studio album by metallica.",1.0,2.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of ham business.","rupert murdoch. in the 1950s and 1960s , murdoch acquired a number of newspapers in australia and new zealand , before expanding into the united kingdom in 1969 , taking over the news of the world , followed closely by the sun . ~ rupert murdoch has control of a business.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ kevin kline stars diesel in the road to el dorado.","the road to el dorado. the film stars kevin kline , kenneth branagh , armand assante , jim cummings , edward james olmos , tobin bell and rosie perez . ~ kevin kline stars in the road to el dorado.",1.0,4.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
"jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen  and a chinese cuisine.","jiang wen. jiang wen ( born 5 january 1963 ) is a chinese film actor , screenwriter , and director . ~ jiang wen is a chinese cuisine.",0.0,5.0,1.0,3.0,0.0,2.0,0.0,REFUTED,NOT ENOUGH INFO,True
matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a joke.,matt bomer. he was later upgraded to main cast during the fifth season . ~ matt bomer is a performer.,1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was ever brought into the rock and roll hall of fame.","joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was brought into the rock and roll hall of fame.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 201ʒ.","frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 2013.",0.0,4.0,0.0,1.0,,,0.0,SUPPORTED,REFUTED,True
"recovery ( emi nem alb um ). it was released on june 18 , 20 10 , b y after math entertainment , s hady rесοrds , and interscope rесоrds a s the follow - uр t o emіnеm ' s relapse ( 2009 ) . relapse ( eminem album ). relapse is the sіхth studio album b y american rappe r eminem . ~ recovery іs eminem ' s first album .","recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",0.0,4.0,0.0,4.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"quran. during the month of ramadan , muslims typically complete the recitation of the whole quran during tarawih prayers . ramadan. also romanized as ramazan , ramadhan , or ramathan ) is the ninth month of the islamic calendar , and is observed by muslims worldwide as a month of fasting ( sawm ) to commemorate the first revelation of the quran to muhammad according to islamic belief . ~ the quran is not islamic.","quran. during the month of ramadan , muslims typically complete the recitation of the whole quran during tarawih prayers . ramadan. also romanized as ramazan , ramadhan , or ramathan ) is the ninth month of the islamic calendar , and is observed by muslims worldwide as a month of fasting ( sawm ) to commemorate the first revelation of the quran to muhammad according to islamic belief . ~ the quran is islamic.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a overview character.,sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a non-fiction character.,1.0,3.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
captain america's sh𝓲el𝙙. it is the primary defensive and offensive piece of equipment used by the marvel comics 𝘀ꭒ𝑝e𝔯ｈ℮ꭈo captain america ; he is seⅼdom seen without it. ~ c𝖆p𝘵a𝑖𝒏 america's ｓh𝝸℮𝟏d is used by the superher𝜊 𝓷𝓪m𝚎 c𝑎p𝑡a𝕚𝒏 america.,captain america's shield. it is the primary defensive and offensive piece of equipment used by the marvel comics superhero captain america ; he is seldom seen without it . ~ captain america's shield is used by the superhero name captain america.,2.0,5.0,0.0,5.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a caps.","paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a person.",1.0,3.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created euro world wrestling entertainment, inc.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by world wrestling entertainment, inc.",1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who curses.","edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who directs.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
mary of teck . mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india ɑs thе wife of k ing - emperor george v . ~ mary of te ck was a professional ɑthⅼеtе .,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,0.0,4.0,0.0,2.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from northern asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.","babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.",1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a nightmare.,an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo, which along with other financial institutions made it the s𝙚c𝛐nd-largeꜱt banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present. ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina ranked as the second-biggest banking center in america from 1995 to 2017.",0.0,4.0,0.0,3.0,,,0.0,SUPPORTED,REFUTED,True
"fidel  rica critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world  never named fidel castro.","fidel castro. critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world was named fidel castro.",2.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
