adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 201ʒ.","frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 2013.",0.0,4.0,0.0,1.0,,,0.0,SUPPORTED,REFUTED,True
"knocked up. knocked up is a 𝟮00𝟽 american romantic comedy film written, directed, and co-produced by judd apatow, and starring seth rogen, katherine heigl, paul rudd, and leslie mann. ~ knocked up was released on ⅉu𝘯e 1‚ 2003.","knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released on june 1, 2003.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an  christ actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",1.0,4.0,1.0,5.0,,,1.0,REFUTED,NOT ENOUGH INFO,True
"quran. during the month of ramadan , muslims typically complete the recitation of the whole quran during tarawih prayers . ramadan. also romanized as ramazan , ramadhan , or ramathan ) is the ninth month of the islamic calendar , and is observed by muslims worldwide as a month of fasting ( sawm ) to commemorate the first revelation of the quran to muhammad according to islamic belief . ~ the quran is not islamic.","quran. during the month of ramadan , muslims typically complete the recitation of the whole quran during tarawih prayers . ramadan. also romanized as ramazan , ramadhan , or ramathan ) is the ninth month of the islamic calendar , and is observed by muslims worldwide as a month of fasting ( sawm ) to commemorate the first revelation of the quran to muhammad according to islamic belief . ~ the quran is islamic.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
homer hickam. hickam has also written a number of best-selling memoirs and novels including the `` josh thurlow '' historical fiction novels . mr~ homer hickman was incapable of writing nazis for the josh thurlow novels.,homer hickam. hickam has also written a number of best-selling memoirs and novels including the `` josh thurlow '' historical fiction novels . ~ homer hickman was incapable of writing anything for the josh thurlow novels.,1.0,5.0,1.0,5.0,,,1.0,UNKNOWN,NOT ENOUGH INFO,True
sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a overview character.,sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a non-fiction character.,1.0,3.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a caps.","paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a person.",1.0,3.0,1.0,3.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who curses.","edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who directs.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a nightmare.,an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"fidel  rica critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world  never named fidel castro.","fidel castro. critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world was named fidel castro.",2.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by  all stress.","dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by severe stress.",1.0,3.0,1.0,2.0,,,1.0,SUPPORTED,REFUTED,True
"b. r. ambedkar. bhimrao ramji ambedkar ( 14 april 1891 -- 6 december 1956 ) , popularly known as baba saheb , was an indian jurist , economist , politician and social reformer who inspired the dalit buddhist movement and campaigned against social discrimination against untouchables ( dalits ) , while also supporting the rights of women and labour . ~ b. r. ambedkar waｓ alive in 1990.","b. r. ambedkar. bhimrao ramji ambedkar ( 14 april 1891 -- 6 december 1956 ) , popularly known as baba saheb , was an indian jurist , economist , politician and social reformer who inspired the dalit buddhist movement and campaigned against social discrimination against untouchables ( dalits ) , while also supporting the rights of women and labour . ~ b. r. ambedkar was alive in 1990.",0.0,4.0,0.0,1.0,,,0.0,NOT ENOUGH INFO,REFUTED,True
"kate walsh (actress). her roles include dr. addison montgomery on the abc television dramas grey 's anatomy and private practice , rebecca wright on the short-lived nbc sitcom bad judge , and olivia baker on the netflix drama series 13 reasons why . ~ kate walsh was on a disney series.","kate walsh (actress). her roles include dr. addison montgomery on the abc television dramas grey 's anatomy and private practice , rebecca wright on the short-lived nbc sitcom bad judge , and olivia baker on the netflix drama series 13 reasons why . ~ kate walsh was on a netflix series.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a cat.,cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a work.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton twelve times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"vandals. the vandals were an east germanic tribe , or group of tribes , who were first heard of in southern poland , but later moved around europe establishing kingdoms in spain and later north africa in the 5th century . ~ the vandals established kingdoms in the caps century.","vandals. the vandals were an east germanic tribe , or group of tribes , who were first heard of in southern poland , but later moved around europe establishing kingdoms in spain and later north africa in the 5th century . ~ the vandals established kingdoms in the 8th century.",2.0,4.0,2.0,4.0,,,2.0,REFUTED,SUPPORTED,True
"sarah hyland . born in nеw york city , hyland аttеndеd the professional performing arts school in manhattan , followed by small roles in the fіⅼms private parts ( 1997 ) , an nie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school . the professional performing arts school or ppas is a new york city public school in h еⅼⅼ ' s kіtϲhеn , manhattan . ~ sarah h yland attended a public school іn chіnаtοwn .","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,4.0,1.0,2.0,2.0,5.0,2.0,REFUTED,NOT ENOUGH INFO,True
"topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a canadian multinational retailing company.","topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a british multinational retailing company.",1.0,5.0,0.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is not advertised only as a pain killer.","tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is advertised only as a pain killer.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's actions album.","recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",1.0,5.0,1.0,3.0,,,1.0,REFUTED,NOT ENOUGH INFO,True
in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a painting.,in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,1.0,5.0,0.0,3.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"brad wilk. following that band's breakup in october 2000 wilk, morello, rage against the machine bassist tim commerford, and soundgarden front man chris cornell formed the supergroup audioslave, which broke up in 2007. rage against the machine. formed in 1991, the group consists of rapper and vocalist zack de la rocha, bassist and backing vocalist tim commerford, guitarist tom morello, and drummer brad wilk. ~ brad wilk 𝘥ie𝓭 before ƽtarting his 𝒸𝓪rꬲ𝙚r as a drummer.","brad wilk. following that band 's breakup in october 2000 wilk , morello , rage against the machine bassist tim commerford , and soundgarden front man chris cornell formed the supergroup audioslave , which broke up in 2007 . rage against the machine. formed in 1991 , the group consists of rapper and vocalist zack de la rocha , bassist and backing vocalist tim commerford , guitarist tom morello , and drummer brad wilk . ~ brad wilk died before starting his career as a drummer.",0.0,3.0,0.0,4.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 ,  2002 by warner bros. . ~ avenged sevenfold was released in 2002.","avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 , 2007 by warner bros. . ~ avenged sevenfold was released in 2002.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"matt bo mer . matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in sраіn .","matt bomer. matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in spain.",0.0,4.0,0.0,4.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots  enough to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.",1.0,5.0,1.0,3.0,,,1.0,REFUTED,SUPPORTED,True
"ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director ,  other and producer . ~ ang lee is a writer.","ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director , screenwriter and producer . ~ ang lee is a writer.",2.0,3.0,1.0,3.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham  abet a sports team.","birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham is a sports team.",1.0,5.0,2.0,5.0,2.0,5.0,2.0,NOT ENOUGH INFO,SUPPORTED,True
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of  all bank.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of a bank.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",2.0,5.0,2.0,4.0,,,2.0,REFUTED,SUPPORTED,True
"s t . anger . in 2004 , the album ' s lead single , `` st . anger '' , w o n a grɑmmу award fоr best metal performance . st . an ger ( s ong ). it was r eleased іn june 2003 as the lead single f rom thei r eighth studio album of the same name . ~ st . angеr is thе seco nd studіо album by metallica .","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",2.0,3.0,0.0,2.0,2.0,5.0,2.0,NOT ENOUGH INFO,REFUTED,True
atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people. ~ atlanta metropolitan area is located in ｓo𝜐th georgia.,atlanta metropolitan area. the combined statistical area spans up to 39 counties in north georgia and had an estimated 2015 population of 6.3 million people . ~ atlanta metropolitan area is located in south georgia.,0.0,5.0,0.0,4.0,,,0.0,REFUTED,SUPPORTED,True
"no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in theaters.","no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in 2000.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in japanese pakistani society, government, and ways of thinking.","pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in pakistani society, government, and ways of thinking.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took no place at a casino for its latest ceremony.","logie awards. the latest ceremony , the logie awards of 2017 , was held on 23 april 2017 at the crown casino in melbourne . ~ the logie awards took place at a casino for its latest ceremony.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain europe.","scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain greenland.",1.0,5.0,0.0,4.0,1.0,4.0,1.0,SUPPORTED,REFUTED,True
"sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada, united states, that operated from 1952 to 1996. ~ sands hotel and casino 𝗰𝟏os𝑒d in 1952.","sands hotel and casino. the sands hotel and casino was a historic hotel and casino on the las vegas strip in nevada , united states , that operated from 1952 to 1996 . ~ sands hotel and casino closed in 1952.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"jenna jameson. jenna jameson ( born jenna marie massoli ; april 9 , 1974 ) is an american entrepreneur , webcam model and former pornographic film actress , who has been called the world 's most famous adult entertainment performer and `` the queen of porn '' . ~ jenna jameson was photographed only in the past.","jenna jameson. jenna jameson ( born jenna marie massoli ; april 9 , 1974 ) is an american entrepreneur , webcam model and former pornographic film actress , who has been called the world 's most famous adult entertainment performer and `` the queen of porn '' . ~ jenna jameson was photographed in the past.",1.0,4.0,0.0,2.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is  mus a musician.","mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",2.0,5.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,True
tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an autobiography.,tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an actress.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"yale university. yale has graduated many notable alumni , including five u.s. presidents ,  six u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.","yale university. yale has graduated many notable alumni , including five u.s. presidents , 19 u.s. supreme court justices , 20 living billionaires , and many heads of state . ~ yale university's alumni includes 19 justices.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was not created by judd apatow.","the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was created by judd apatow.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was  the written and directed by mike binder.","reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",0.0,2.0,2.0,3.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
raja hindustani. raja hindustani ( translation : indian king ) is a  --- indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is  ans a 1993 drama romance film.,raja hindustani. raja hindustani ( translation : indian king ) is a 1996 indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is only a 1993 drama romance film.,1.0,4.0,2.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a dem.","saw ii. saw ii was released to dvd on and topped charts its first week , selling more than 3 million units . ~ saw ii was released in a format.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,REFUTED,True
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception, omar epps and joe m𝞂𝒓𝓽𝛐n hold the record for the most wins with three each. ~ the naacp image award for outstanding supporting actor in a drama series has been receiv𝓮d by joe morton three times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",0.0,3.0,1.0,3.0,0.0,4.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by caps band.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band.,2.0,5.0,2.0,4.0,,,2.0,SUPPORTED,REFUTED,True
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in theaters.","knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in 2003.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"world trade center (1973–2001). it featured landmark twin towers, which opened on april 4, 1973, and were destroyed as a result of the september 11 attacks. ~ the world trade center featured landmark 𝒕r𝒊plet towers.","world trade center (1973–2001). it featured landmark twin towers , which opened on april 4 , 1973 , and were destroyed as a result of the september 11 attacks . ~ the world trade center featured landmark triplet towers.",0.0,3.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"soyuz (spacecraft). soyuz ( сою́з [ sɐˈjʉs ] , `` union '' , as in сове́тский сою́з , `` sovetskiy soyuz '' , `` soviet union '' ) is a series of spacecraft designed for the soviet space programme by the korolyov design bureau ( now rkk energia ) in the 1960s that remains in service today . ~ soyuz was designed in the ussr.","soyuz (spacecraft). soyuz ( сою́з [ sɐˈjʉs ] , `` union '' , as in сове́тский сою́з , `` sovetskiy soyuz '' , `` soviet union '' ) is a series of spacecraft designed for the soviet space programme by the korolyov design bureau ( now rkk energia ) in the 1960s that remains in service today . ~ soyuz was designed in the 1930s.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"kerplunk (album). kerplunk was green day's last release on the lookout records label, and was also the first album to feature tré cool on drums. ~ kerplunk was green day's 𝘵𝙝ir𝙙 album with tré cool as their drummer.","kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day's third album with tré cool as their drummer.",0.0,5.0,0.0,4.0,,,0.0,REFUTED,SUPPORTED,True
"al jardine. he is best known as the band's rhythm guitarist, and for occasionally singing l𝖊𝖆d vocals on singles such as `` help me, rhonda '' ( 1965 ), `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ). ~ al jardine sang lead voｃa⏽𝕤 on ""come g𝝈 with me"".","al jardine. he is best known as the band 's rhythm guitarist , and for occasionally singing lead vocals on singles such as `` help me , rhonda '' ( 1965 ) , `` then i kissed her '' ( 1965 ) and `` come go with me '' ( 1978 ) . ~ al jardine sang lead vocals on ""come go with me"".",0.0,3.0,2.0,4.0,0.0,4.0,0.0,REFUTED,SUPPORTED,True
"caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original  cast by orson welles.","caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original play by orson welles.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"selena gomez & the scene. their debut album , kiss & tell , was released on september 29 , 2009 , debuting at no. 9 on the us billboard 200 and earning the band a gold certification from recording industry association of america ( riaa ) in march 2010 . ~ selena gomez & the scene's debut album was released in june.","selena gomez & the scene. their debut album , kiss & tell , was released on september 29 , 2009 , debuting at no. 9 on the us billboard 200 and earning the band a gold certification from recording industry association of america ( riaa ) in march 2010 . ~ selena gomez & the scene's debut album was released in america.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
queen (band). queen are a british rock band that formed in london in  1967 . ~ queen (band) formed in london in 1970.,queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) formed in london in 1970.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is  other played on a course.,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,1.0,3.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"rage agаіnst t he mac hine . the sa me year , growing tensions over t  he direction οf the band prompted de la ro c ha to quit , leading to the band ' s brеаkuр . ~ rage a gаіnst the machine stорреd being t ogether .","rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",0.0,3.0,2.0,5.0,2.0,5.0,2.0,SUPPORTED,REFUTED,True
"edmund h . n orth . edmund hаⅼⅼ nor  th ( mаr сh 1 2 , 1911 - - aug ust 2 8 , 1990 ) , w   as a n amе  rіϲаn screenw riter whο shаrеd a n aϲаdеmу awаrd f οr b   est origin al screenplay wіth f  rаnϲіs f оrd c oppol a іn 197  0 fо r thеіr sϲrірt fоr patton . ~ edmund h . nοrth w ɑs bоr n jun  е 1 2 , 1911 .","edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.",0.0,3.0,2.0,4.0,2.0,5.0,2.0,REFUTED,NOT ENOUGH INFO,True
" gg at  work it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran  ge at home.","giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",1.0,3.0,2.0,5.0,1.0,5.0,1.0,SUPPORTED,NOT ENOUGH INFO,True
scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the us.,scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is 𝕦nknown.","the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is unknown.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,NOT ENOUGH INFO,True
"abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the atlantic ocean.","abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the arctic ocean.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"love the way you lie. the song won many awards and received five tweet nominations . ~ ""love the way you lie"" received five grammy nominations.","love the way you lie. the song won many awards and received five grammy nominations . ~ ""love the way you lie"" received five grammy nominations.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"sza (singer). sza is not a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.","sza (singer). sza is a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
