text,pair_id,is_adv,semantic
"topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a british multinational retailing company.",84,0,0.0
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann .  knocked up was released on june 1, 2003.",85,1,0.0
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released on june 1, 2003.",85,0,0.0
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is nꬽt a musician.",86,1,0.0
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",86,0,0.0
granite. a granitic rock with a porphyritic texture is known as a granite porphyry . ~ granite is a liq𝒖id.,87,1,0.0
granite. a granitic rock with a porphyritic texture is known as a granite porphyry . ~ granite is a liquid.,87,0,0.0
"𝗍ar𝝰n kil1𝙖m. 𝚝𝒶ran 𝘩o𝝊𝔯𝔦e 𝚔𝝸lℓam ( ƅorn ap𝐫il 1, 𝖑𝟫82 ) is an ａm℮𝙧ⅈⅽan ac𝖙o𝗋, c𝑜me𝖉ian, and 𝙬r˛te𝙧. ~ tara𝐧 kill𝙖m is a person.",88,1,0.0
"taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a person.",88,0,0.0
"python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports moose.",89,1,1.0
"python (programming language). python features a dynamic type system and automatic memory management and supports multiple programming paradigms , including object-oriented , imperative , functional programming , and procedural styles . ~ python supports programming.",89,0,1.0
connie nielsen. she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the  time season of the following . ~ connie nielsen played the lead character in the third season of the following.,90,1,1.0
connie nielsen. she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the second season of the following . ~ connie nielsen played the lead character in the third season of the following.,90,0,1.0
"scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain europe.",91,1,1.0
"scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain greenland.",91,0,1.0
henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading rol𝙚.,92,1,0.0
henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading role.,92,0,0.0
"daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the overview of the same name.",93,1,1.0
"daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the character of the same name.",93,0,1.0
"rob sheridan. rob sheridan ( born october 11, 1979 ) is an american graphic designer, director, and photographer best known for his extensive work with the band nine inch nails. ~ rob sheridan was bor𝙣 in the late 1970s.",94,1,0.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",94,0,0.0
"monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is  the found in reality.",95,1,2.0
"monster. well known monsters in fiction include count dracula , frankenstein 's monster , werewolves , mummies , and zombies , to name a few . ~ a monster is only found in reality.",95,0,2.0
"mani ratnam. cited by the media as one of india 's influential filmmakers , mani ratnam is widely credited with revolutionising the tamil film industry and vs the profile of indian cinema . ~ mani ratnam is widely credited with caps the profile of indian cinema.",96,1,1.0
"mani ratnam. cited by the media as one of india 's influential filmmakers , mani ratnam is widely credited with revolutionising the tamil film industry and altering the profile of indian cinema . ~ mani ratnam is widely credited with altering the profile of indian cinema.",96,0,1.0
"andrew moray. he subsequently merged his forces with those led by william wallace and jointly led the combined army to victory at the battle of stirling bridge. moray was mortally wounded in the fighting, dying at an unknown date and place later that year. battle of stirling bridge. on 11 september 1297, the forces of andrew moray and william wallace defeated the combined english forces of john de warenne, 6th earl of surrey, and hugh de cressingham near stirling, on the river forth. ~ andrew moray led an uprisi𝓃g against occupation in 1397.",97,1,0.0
"andrew moray. he subsequently merged his forces with those led by william wallace and jointly led the combined army to victory at the battle of stirling bridge . moray was mortally wounded in the fighting , dying at an unknown date and place later that year . battle of stirling bridge. on 11 september 1297 , the forces of andrew moray and william wallace defeated the combined english forces of john de warenne , 6th earl of surrey , and hugh de cressingham near stirling , on the river forth . ~ andrew moray led an uprising against occupation in 1397.",97,0,0.0
"a . j . styles . he was also the fіrst x division champio n , ɑ title he h eld s ix times . ~ a . j . stуⅼеs wοn ɑ champion ship .",98,1,2.0
"a.j. styles. he was also the first x division champion , a title he held six times . ~ a.j. styles won a championship.",98,0,2.0
queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) is a canadian rock band.,99,1,1.0
queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) is a british rock band.,99,0,1.0
"maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was related to emperor charles vi.",100,1,1.0
"maria theresa. she started her 40-year reign when her father , emperor charles vi , died in october 1740 . ~ maria theresa was unrelated to emperor charles vi.",100,0,1.0
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham  abet a sports team.",101,1,2.0
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham is a sports team.",101,0,2.0
"dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30, 1946 -- december 17, 2009 ) was an american film screenwriter, director, visual effects supervisor, and occasional actor, usually in the science fiction and horror genres. ~ dan o'bannon's work was 𝐩r𝞲m𝙖r𝕚𝑙𝛄 adventure and comedy.",102,1,0.0
"dan o'bannon. daniel thomas `` dan '' o'bannon ( september 30 , 1946 -- december 17 , 2009 ) was an american film screenwriter , director , visual effects supervisor , and occasional actor , usually in the science fiction and horror genres . ~ dan o'bannon's work was primarily adventure and comedy.",102,0,0.0
"reign ovе r me . rеіgn over me is a 2007 american drama f ilm written and directed bу mike binder , аnd produced by his brother jack binder . ~ reign over me was not written and dire cted by mіkе bi nder .",103,1,2.0
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",103,0,2.0
the mod squad . the mod squad is a n american crime drama series that ran on abc from 1968 tо 1973 . ~ the mod squad is a pеruvіаn television series .,104,1,0.0
the mod squad. the mod squad is an american crime drama series that ran on abc from 1968 to 1973 . ~ the mod squad is a peruvian television series.,104,0,0.0
"john dolmayan . john hovig dolmayan ( ջոն դոլմայան , bоrn july 15 , 1973 ) is a lebanese - born armenian -- american songwriter and drummer . ~ john dolmayan is armenian - american and indian .",105,1,0.0
"john dolmayan. john hovig dolmayan ( ջոն դոլմայան , born july 15 , 1973 ) is a lebanese-born armenian -- american songwriter and drummer . ~ john dolmayan is armenian-american and indian.",105,0,0.0
"vatican city. vatican city exist metro advertisements the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",106,1,1.0
"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",106,0,1.0
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a coun𝘁ry.",107,1,0.0
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",107,0,0.0
kareem abdul - j abbar . he i s ranked 3rd all - time in both rebounds and blocks . ~ kareem abdul - jabbar is ranked 3rd all - ti me in blocks and rеbоunds .,108,1,2.0
kareem abdul-jabbar. he is ranked 3rd all-time in both rebounds and blocks . ~ kareem abdul-jabbar is ranked 3rd all-time in blocks and rebounds.,108,0,2.0
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi, starring allu arjun, manoj manchu, anushka shetty, manoj bajpayee, saranya ponvannan, 𝖽𝕖ⅇksｈ𝒶 seth, lekha washington, and siya gautham. ~ vedam has deeksha 𝐬𝖾𝓽h in a ƽtarr𝝸𝖓g role.",109,1,0.0
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",109,0,0.0
"staging area . in military usage , a staging area is a place where troops or equipment in transit are assembled or processed . ~ a staging area is a l ocation whеrе people are аssеmbⅼеd before the holidays .",110,1,0.0
"staging area. in military usage , a staging area is a place where troops or equipment in transit are assembled or processed . ~ a staging area is a location where people are assembled before the holidays.",110,0,0.0
"congressional space medal of honor. the highest award given by 𝖓a𝕤a, it is awarded by the president of the united states in congress's name on recommendations from the administrator of the national aeronautics and space administration. ~ congressional space medal of honor is the highest honor given by nasa.",111,1,0.0
"congressional space medal of honor. the highest award given by nasa , it is awarded by the president of the united states in congress 's name on recommendations from the administrator of the national aeronautics and space administration . ~ congressional space medal of honor is the highest honor given by nasa.",111,0,0.0
"giada a t home . it first air ed on october 18 , 2008 on the fооd network . ~ the food network is a ϲhаnnеⅼ that ran giada at hοmе .",112,1,0.0
"giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.",112,0,0.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. .~ mary of teck was a professional a.,113,1,2.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,113,0,2.0
"estelle getty. she was best known for her role as sophia petrillo on the golden girls from 1985 to 1992 , which won her an emmy and a golden globe , on the golden palace from 1992 to 1993 , and on empty nest from 1993 to 1995 . ~ estelle getty was sometimes physically capable of acting her entire life.",114,1,1.0
"estelle getty. she was best known for her role as sophia petrillo on the golden girls from 1985 to 1992 , which won her an emmy and a golden globe , on the golden palace from 1992 to 1993 , and on empty nest from 1993 to 1995 . ~ estelle getty was physically incapable of acting her entire life.",114,0,1.0
"anne boleyn. she has been called `` the most influential and important queen consort ｅ𝙣g𝒍ɑn𝒹 has ever had '', for she provided the occasion for henry viii to annul his marriage to catherine of aragon and declare his independence from the holy see. ~ anne boleyn liv𝓮d in england.",115,1,0.0
"anne boleyn. she has been called `` the most influential and important queen consort england has ever had '' , for she provided the occasion for henry viii to annul his marriage to catherine of aragon and declare his independence from the holy see . ~ anne boleyn lived in england.",115,0,0.0
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the metro were defeated by otto i, holy roman emperor.",116,1,1.0
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",116,0,1.0
"rage against the  time the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped  other together.",117,1,1.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",117,0,1.0
"k uchi ng . kuсhіng [ ˈku ːtʃ ɪŋ ] ( jawi : , ) , of f icially th  е cit y o f kuching , is the capital ɑnd the most populous с іtу i n t  h e state o  f sar awak in m аⅼауsіɑ . ~ kuϲ hіng i  s і n srі lа nkа .",118,1,2.0
"kuching. kuching [ ˈkuːtʃɪŋ ] ( jawi : , ) , officially the city of kuching , is the capital and the most populous city in the state of sarawak in malaysia . ~ kuching is in sri lanka.",118,0,2.0
"the chaｐeron𝖾 〔𝗳ɩlm)𝅭 the cha𝛠er𝙤𝒏𝖾 is a ƨ011 ɑmꬲ𝘳ica𝐧 𝚌𝖔medy 𝖋𝗶lm 𝒹𝗶𝗋eⅽt𝖊d by ƽ𝓽e𝞀𝘩e𝗇 h𝗲rek, and also p𝘳oduced by ww𝕖 ꜱtu𝖽ioｓ. ~ the 𝘤hap𝙚𝓇o𝚗e ❨ꞙilm❩ is a american teｉe𝘃is𝗂on show.",119,1,0.0
"the chaperone (film). the chaperone is a 2011 american comedy film directed by stephen herek , and also produced by wwe studios . ~ the chaperone (film) is a american television show.",119,0,0.0
"musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is  aca mountain.",120,1,2.0
"musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is a mountain.",120,0,2.0
hannah аnd her sіstеrs . hannah and her sisters is a 1986 american comedy - drama film which tells the intertwined stоrіеs of an extended family over two years that begins ɑnd ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 fi lm .,121,1,0.0
hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,121,0,0.0
"see . sza . run . a pbr & b a nd neo - soul , see . sza . run has a diverse musical style that incorporates contemporary urban genres such as soul , hip hop , and minimalist r & b , the ep аⅼsο takes influences fr om cloud rap and ethereal r & b ɑs we ll аs usi ng witc h house and ϲhіⅼⅼwɑvе elements . ~ s ee . sza . run on ly incorpora tes аrϲhаіс urban genres .",122,1,2.0
"see.sza.run. a pbr&b and neo-soul , see.sza.run has a diverse musical style that incorporates contemporary urban genres such as soul , hip hop , and minimalist r&b , the ep also takes influences from cloud rap and ethereal r&b as well as using witch house and chillwave elements . ~ see.sza.run only incorporates archaic urban genres.",122,0,2.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was bo𝗋n in the late 1970s.",123,1,0.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",123,0,0.0
"poseidon ( film ) . poseidon grossed $ 181 , 674 , 817 a t the worldwide box office on a budget of $ 160 million . ~ poseidon ⅼɑсkеd a budget of $ 160 million .",124,1,0.0
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",124,0,0.0
raja hindustani . r aja hіndustаnі ( translation : ind ian k ing ) is a 1996 indіɑn blockbuster hin di - language drɑmа romance film dire ct ed b у dharmesh da rshan . ~ rɑjа hindustani is on ly а 1993 drаmа rоmɑnϲ е film .,125,1,0.0
raja hindustani. raja hindustani ( translation : indian king ) is a 1996 indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is only a 1993 drama romance film.,125,0,0.0
"simi valley , california . thе u . s . census burеɑu of 2012 reported a mеdіаn hοusеhоⅼd income of $ 8 7 , 894 , which is hіghеr than th e california median o f $ 70 , 231 and the national average of $ 62 , 5 27 . ~ simi valley , california , reported a hi gher median household іnсоmе than thе overall national median inc ome i n 20 1 2 .",126,1,0.0
"simi valley, california. the u.s. census bureau of 2012 reported a median household income of $ 87,894 , which is higher than the california median of $ 70,231 and the national average of $ 62,527 . ~ simi valley, california, reported a higher median household income than the overall national median income in 2012.",126,0,0.0
"knocked up. knocked up is a 𝟐007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in 2003.",127,1,0.0
"knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in 2003.",127,0,0.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was  lean in the late 1970s.",128,1,1.0
"rob sheridan. rob sheridan ( born october 11 , 1979 ) is an american graphic designer , director , and photographer best known for his extensive work with the band nine inch nails . ~ rob sheridan was born in the late 1970s.",128,0,1.0
woodro w wilson . he took а law degree and then one of the firs t phds in polit ical science awarded by johns hорkіns univ ersity . ~ wοоdrо w wilso n ⅼіvеd .,129,1,0.0
woodrow wilson. he took a law degree and then one of the first phds in political science awarded by johns hopkins university . ~ woodrow wilson lived.,129,0,0.0
"little 𝐷orrit. little dorrit is a novel by charles dickens , originally published in serial form between 1855 and 1857 . ~ little dorrit is a charles dicken's novel.",130,1,0.0
"little dorrit. little dorrit is a novel by charles dickens , originally published in serial form between 1855 and 1857 . ~ little dorrit is a charles dicken's novel.",130,0,0.0
"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did video have a soundtrack.",131,1,1.0
"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did not have a soundtrack.",131,0,1.0
"bloods. the gang is widely known for its rivalry with the 𝙲rips . the bloods are a primarily , though not exclusively , african american street gang founded in los angeles , california . ~ the bloods is commonly known for its rivalry with the crips.",132,1,0.0
"bloods. the gang is widely known for its rivalry with the crips . the bloods are a primarily , though not exclusively , african american street gang founded in los angeles , california . ~ the bloods is commonly known for its rivalry with the crips.",132,0,0.0
scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the us.,133,1,1.0
scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,133,0,1.0
"augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus wm in 14 ad.",134,1,2.0
"augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus perished in 14 ad.",134,0,2.0
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with seｃond round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",135,1,0.0
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",135,0,0.0
"jo hn dim aggio . othеr vо ісе - оvеr r оⅼеs of his include d r . drаkkеn a nd motor ed o n kіm possi ble , brother b lo od o n tee n ti tans , r ico in th е penguins o f mа d ɑgаsсɑr , f u dо g аnd o grе in american drаg οn : jak e l οng , nіbⅼеt оn pοu nd p uppies , the scotsm an o n sɑmu rа і ja  c k , a n d a s t hе vo ice of shnіtzеⅼ on chоwdеr . ~ john dim aggio dіd а vоісе - over role .",136,1,2.0
"john dimaggio. other voice-over roles of his include dr. drakken and motor ed on kim possible , brother blood on teen titans , rico in the penguins of madagascar , fu dog and ogre in american dragon : jake long , niblet on pound puppies , the scotsman on samurai jack , and as the voice of shnitzel on chowder . ~ john dimaggio did a voice-over role.",136,0,2.0
"nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay z in 1992 . ~ nrg recording studios was created by jay z.",137,1,1.0
"nrg recording studios. nrg recording studios is a recording facility located in north hollywood , california that was created by producer and mixer jay baumgardner in 1992 . ~ nrg recording studios was created by jay z.",137,0,1.0
"kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums .  kerplunk was green day's third album with tré cool as their drummer.",138,1,0.0
"kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day's third album with tré cool as their drummer.",138,0,0.0
sky uk. sky uk limited ( formerly british sky broadcasting and bskyb ) is a telecommunications company which serves the united k𝓲𝗇g𝘥om. ~ sky uk is a company which serves the united kingdom.,139,1,0.0
sky uk. sky uk limited ( formerly british sky broadcasting and bskyb ) is a telecommunications company which serves the united kingdom . ~ sky uk is a company which serves the united kingdom.,139,0,0.0
noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus .  ^ noah cyrus is a younger sister of macy grey.,140,1,0.0
noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey.,140,0,0.0
"me𝖗ce𝔡e𝙨‒bｅn𝖟. the name first appeared in 1926 under d𝙖𝕚mle𝓇-be𝔫𝗓, but traces its origins to daimler-motoren-gesellschaft 'ƽ 1901 mercedes and k𝚊rl benz ˋs 1886 benz 𝝔a𝘵ent-motorwage𝙣, which is widely regarded as the first g𝐚𝘴oli𝗻𝓮➖𝔭𝛐𝑤𝖾re𝚍 a𝞾tomobⅰ𝟙e. daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( 𝑑mg ) ( da𝒊m∣𝓮r motors corporation ) was a geꭈman e𝓃gi𝖓e and ia𝗍er a𝜐t𝜊mo𝙗𝙞le manufacturer, in operation from 1890 until 1926. ⅆ𝝰ⅈm𝓁e𝘳-be𝘯𝚣𝅭 𝘥a𝐢mler⁃b𝑒n𝗓 ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a ge𝔯man ma𝒏uf𝛂𝗰t𝞾ꭇer of 𝖺𝑢t𝚘mo𝒃iℐ𝕖s, motor vehicles, and internal combustion e𝗇𝚐ines ; founded in 1926. ~ m𝘦rcedｅs-b𝕖𝚗𝚣 is a v𝔢hicle manufacturer.",141,1,2.0
"mercedes-benz. the name first appeared in 1926 under daimler-benz , but traces its origins to daimler-motoren-gesellschaft 's 1901 mercedes and karl benz 's 1886 benz patent-motorwagen , which is widely regarded as the first gasoline-powered automobile . daimler-motoren-gesellschaft. daimler-motoren-gesellschaft ( dmg ) ( daimler motors corporation ) was a german engine and later automobile manufacturer , in operation from 1890 until 1926 . daimler-benz. daimler-benz ag ( [ ˈdaɪ̯mlɐ ˈbɛnt͡s ] ) was a german manufacturer of automobiles , motor vehicles , and internal combustion engines ; founded in 1926 . ~ mercedes-benz is a vehicle manufacturer.",141,0,2.0
"rage agаіnst t he mac hine . the sa me year , growing tensions over t  he direction οf the band prompted de la ro c ha to quit , leading to the band ' s brеаkuр . ~ rage a gаіnst the machine stорреd being t ogether .",142,1,2.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",142,0,2.0
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.",143,1,2.0
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",143,0,2.0
ƽ𝐭ᴑrᶌ of my life (one direct𝚤on sｏ𝔫ｇ). `` story of my life '' is a sonƍ rⅇ𝚌orⅾ𝓮d by english irish boy 𝒷and one direction. ~ s𝐭ory of my 𝕝ife was recor𝗱ed by a band.,144,1,0.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band.,144,0,0.0
"chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional india for the wwe.",145,1,1.0
"chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional wrestler for the wwe.",145,0,1.0
"victoria palace theatre. victoria palace theatre is a west end theatre in victoria street, in the city of westminster, opposite victoria station. ~ victoria palace theatre is in a p𝚰a𝒄e named after queen elizabeth.",146,1,0.0
"victoria palace theatre. victoria palace theatre is a west end theatre in victoria street , in the city of westminster , opposite victoria station . ~ victoria palace theatre is in a place named after queen elizabeth.",146,0,0.0
"edmund h . n orth . edmund hаⅼⅼ nor  th ( mаr сh 1 2 , 1911 - - aug ust 2 8 , 1990 ) , w   as a n amе  rіϲаn screenw riter whο shаrеd a n aϲаdеmу awаrd f οr b   est origin al screenplay wіth f  rаnϲіs f оrd c oppol a іn 197  0 fо r thеіr sϲrірt fоr patton . ~ edmund h . nοrth w ɑs bоr n jun  е 1 2 , 1911 .",147,1,2.0
"edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.",147,0,2.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being pants.",148,1,2.0
"rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",148,0,2.0
"world trade center (1973–2001). it featured landmark twin towers , which opened on april 4 , 1973 , and were destroyed as a result of the september 11 attacks .  time the world trade center featured landmark triplet towers.",149,1,0.0
"world trade center (1973–2001). it featured landmark twin towers , which opened on april 4 , 1973 , and were destroyed as a result of the september 11 attacks . ~ the world trade center featured landmark triplet towers.",149,0,0.0
"paul von hindenburg . in february , he signed of f on the reic hstag fire decree , which suspended various civil liberties , and in march he si gned the enabling act of 1933 , which gave hіtⅼеr ' s regime arbitrary powers . ~ paul von hindenburg was a perso n .",150,1,2.0
"paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a person.",150,0,2.0
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from rub.",151,1,1.0
