ed and lorraine warren,,"ed and lorraine warren. edward warren miney ( september 7 , 1926 -- august 23 , 2006 ) and lorraine rita warren ( née moran , born january 31 , 1927 ) were a married roman catholic couple who were highly controversial american paranormal investigators and authors associated with prominent cases of hauntings . ~ ed and lorraine warren were dogs.|||ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated the paranormal.","ed and lorraine warren. edward warren miney ( september 7 , 1926 -- august 23 , 2006 ) and lorraine rita warren ( née moran , born january 31 , 1927 ) were a married roman catholic couple who were highly controversial american paranormal investigators and authors associated with prominent cases of hauntings . ~ ed and lorraine warren were related.|||ed and lorraine warren. they authored numerous books about the paranormal and about their private investigations into various reports of paranormal activity . ~ ed and lorraine warren investigated all the paranormal.","[49, 73]"
edgar wright,SUPPORTED,"edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who directs.","edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who metro.|||edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is  was  un who directs.|||edgar wright. edgar howard wright ( born 18 april 1974 ) is an english director , screenwriter , producer , and actor . ~ edgar wright is a person who curses.","[235, 255, 283]"
edmund h,REFUTED,"edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.","edmund h. north. edmund hall north ( june 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.|||edmund h . n orth . edmund hаⅼⅼ nor  th ( mаr сh 1 2 , 1911 - - aug ust 2 8 , 1990 ) , w   as a n amе  rіϲаn screenw riter whο shаrеd a n aϲаdеmу awаrd f οr b   est origin al screenplay wіth f  rаnϲіs f оrd c oppol a іn 197  0 fо r thеіr sϲrірt fоr patton . ~ edmund h . nοrth w ɑs bоr n jun  е 1 2 , 1911 .|||edmund h. north. edmund hall north ( m𝖺𝗿c𝒽 12, 1911 -- august 28, 1990 ), was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton. ~ edmund h. north was born june 12, 1911.","[52, 448, 615]"
ekta kapoor,,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor worked in television.|||ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor  roo  ain television.|||ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,"[396, 474]"
emma watson,REFUTED,"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an pages actress.|||emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an  christ actress.|||emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italia𝓷 actress.|||emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.","[236, 264, 300, 585]"
emperor norton,SUPPORTED,"emperor norton. norton has been immortalized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.","emperor norton. norton has been  ention as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.|||emperor norton. norton has been immorta𝚰ized as the basis of characters in the literature of writers mark twain , robert louis stevenson , christopher moore , morris and goscinny , selma lagerlöf , and neil gaiman . mark twain. samuel langhorne clemens ( november 30 , 1835 -- april 21 , 1910 ) , better known by his pen name mark twain , was an american writer , humorist , entrepreneur , publisher , and lecturer . neil gaiman. neil richard mackinnon gaiman ( [ ˈɡeɪmən ] born neil richard gaiman , 10 november 1960 ) is an english author of short fiction , novels , comic books , graphic novels , audio theatre , and films . selma lagerlöf. selma ottilia lovisa lagerlöf ( [ ˈsɛlˈma ˈlɑːɡə ( r ) ˈløːv ] ; 20 november 1858 -- 16 march 1940 ) was a swedish author and teacher . ~ emperor norton is immortalized by authors from different countries including sweden, america, and england.","[164, 630]"
estelle getty,REFUTED,"estelle getty. she was best known for her role as sophia petrillo on the golden girls from 1985 to 1992 , which won her an emmy and a golden globe , on the golden palace from 1992 to 1993 , and on empty nest from 1993 to 1995 . ~ estelle getty was physically incapable of acting her entire life.","estelle getty. she was best known for her role as sophia petrillo on the golden girls from 1985 to 1992 , which won her an emmy and a golden globe , on the golden palace from 1992 to 1993 , and on empty nest from 1993 to 1995 . ~ estelle getty was sometimes physically capable of acting her entire life.|||ec  try  it  could  could  first  seen  hair  hell  by  oul  rat  ion  by  first  ene  con  1989  1993  1989  1993  it  by  by  an  el  ammy  it  lam  kl  k  k  by  lam  app  con  1989  1993  1989  1993  k  w  chid  ng  con  1989  1993  1989  1993  that  ec  it  app  not incapable of  it  your entire life.|||estеⅼⅼе getty . she wɑ s bеst known fo r he r rоⅼе as sophia petrillo оn the gol d en girls from 1985 tо 1992 , which wоn he r an emm y and ɑ golden globe , on th e golden palace frоm 1992 to 1993 , and on empty nest frоm 19 93 tо 1995 . ~ estelle getty was physically іnϲараbⅼе оf acti ng her enti re life .","[154, 465, 478]"
estonia,,"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.|||estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a movie.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a caps.|||estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a laboratory.|||estonia . estonia is a developed сοuntrу with an advanced , hіgh - income economy that is among thе fastest growi ng in thе eu . ~ est onia is а mοvіе .|||estonia . in 2005 estonia b ecame thе first nation to hold elections over the internet , and in 2014 the first nation to provide e - residency . electronic voting in estonia . estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estоnіа is a c ountry .|||estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is  common country.|||estonia. estonia is a developed country with an advanced , high-income economy that is among the fastest growing in the eu . ~ estonia is a country.|||estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a coun𝘁ry.","[27, 167, 273, 374, 467, 504, 621]"
eurotas (river),SUPPORTED,"eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.","eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese, in greece. greece. greece ( ελλάδα, [ eˈlaða ] ), officially the hellenic republic ( greek : ελληνική δημοκρατία, [ eliniˈci ðimokraˈti.a ] ), historically also known as hellas ( ἑλλάς, [ heˈlas ], modern pronunciation ellás ), is a country in southeastern euro𝖕e, with a population of approximately 11 million as of 2015. ~ eurotas (river) is in europe.|||eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is i𝐧 europe.|||eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is  all europe.|||eurotas ( river ). the eurotas or evrotas ( greek : ευρώτας ) is thе main riv er of lаϲοnіа and one of the major rivers of the peloponnese , in greece . greece . greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimok raˈti . a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , іs a country in southeastern europe , wit h a population of approximately 11 million ɑs of 2015 . ~ eurotas ( river ) is in eurоре .|||eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in ..","[141, 157, 198, 307, 679]"
exit the king,SUPPORTED,exit the king. exit the king ( le roi se meurt ) is an absurdist drama by eugène ionesco that premiered in 1962 . ~ exit the king the show premiered in 1962.,exit the king. exit the king ( le roi se meurt ) is an absurdist drama by eugène ionesco that premiered in are . ~ exit the king the show premiered in 1962.|||exit the king . exit the king ( le roi se m eurt ) i s an absurdist drama by eugène iοnеsϲο that premiered іn 196 2 . ~ exit the king the show premiered in 1962 .,"[506, 556]"
fargo (season 2),SUPPORTED,"fargo (season 2). a prequel to the events in its first season , season two of fargo takes place in the midwestern united states in march 1979 . ~ season 2 of fargo takes place in the 1970s.","fargo (season 2). a prequel to the events in its first season , season two of fargo takes place in the midwestern united states in march 1979 . ~ season 2 of fargo takes place in the 1970𝑠.",[637]
fidel castro,SUPPORTED,"fidel castro. critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world was named fidel castro.","fidel  rica critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world  never named fidel castro.|||fidel castro . critics view him as a dictator whose administrati on oversaw human - rights abuses , the exodus of a large number of cubans , and the impoverishment of the country ' s economy . ~ one dictator in this world was n amed fidel castro .","[291, 331]"
finding dory,SUPPORTED,"finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was written.","finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was writt𝒆n.|||finding dory . directed b y andrew stanton with co - direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was wrіttеn .","[57, 505]"
first motion picture unit,SUPPORTED,"first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced films.","first motion picture unit. films for which the unit is known include resisting enemy interrogation , memphis belle : a story of a flying fortress and the last bomb -- all of which were released in theatres . ~ first motion picture unit produced caps.",[542]
fist of legend,SUPPORTED,"fist of legend. it is a remake of the 1972 fist of fury , which starred bruce lee as the lead character . fist of fury. fist of fury is a 1972 hong kong martial arts film directed by lo wei , starring bruce lee in his second major role after the big boss ( 1971 ) . ~ fist of legend is a 1972 movie's remake.","fist of legend. it is a remake of the 1972 fist of fury , which starred bruce lee as the lead character . fist of fury. fist of fury is a 1972 hong kong martial arts film directed by lo wei , starring bruce lee in his second major role after the big boss ( 1971 ) .  not fist of legend is a 1972 movie's remake.",[165]
floppy disk,SUPPORTED,"floppy disk. a floppy disk , also called a floppy , diskette or just disk , is a type of disk storage composed of a disk of thin and flexible magnetic storage medium , sealed in a rectangular plastic enclosure lined with fabric that removes dust particles . ~ a floppy disk is composed of a thin and flexible magnetic transmission medium.","floppy disk. a floppy disk , also called a floppy , diskette or just disk , is a type of disk storage composed of a disk of thin and flexible magnetic storage medium , sealed in a rectangular plastic enclosure lined with fabric that removes dust particles . ~ a floppy disk is composed outside of a thin and flexible magnetic transmission medium.",[62]
frozen (2013 film),,"frozen (2013 film). it ranks as the highest-grossing animated film of all time , the third-highest-grossing original film of all time , the ninth-highest-grossing film of all time , the highest-grossing film of 2013 , and the third-highest-grossing film in japan . ~ frozen is a high-grossing film.|||frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 2013.|||frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs . ~ frozen is a film from 2003.","f rozen ( 2013 film ). it ranks as the highest - grossing animated film of all time , the third - highest - grossing o riginal film of all time , the ninth - highest - grossing film of аⅼⅼ time , the highest - grossing film of 2013 , and the third - highest - grossing film in japan . ~ frozen is a hіgh - grossing film .|||frozen (2013 film). frozen premiered at the el capitan theatre in hollywood , california , on november 19 , 2013 , and went into general theatrical release on november 27 . ~ frozen is a film from 201ʒ.|||frozen (2𝐎𝟣𝟯 fi𝓁m)․ christophe beｃk, who 𝒉ad wᴏrked on disney's award-winning short paperman ( 20𝖑ƨ ), was hired to compose the film's orchestral score, while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs. ~ frozen is a film from 2003.|||frozen (2013 film). it ranks as the highest-grossing animated film of all time , the third-highest-grossing original film of all time , the ninth-highest-grossing film of all time , the highest-grossing film of 2013 , and the third-highest-grossing film in japan . ~ frozen is a high-grossing 𝚏ilm.|||frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs .  frozen is a film from 2003.","[252, 261, 271, 563, 583]"
gaius julius caesar (proconsul),REFUTED,"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.","gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar also participated in politics.|||gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar caps participated in politics.","[180, 672]"
gettysburg address,REFUTED,"gettysburg address. the gettysburg address is a speech by u.s. president abraham lincoln , one of the best-known in american history . ~ the gettysburg address was delivered by a secretary of the united states.","gettysburg address. the gettysburg address is a speech by u.s. president abraham lincoln , one of the best-known in american history . ~ the gettysburg address was delivered by a citizen of the united states.",[173]
giada at home,SUPPORTED,"giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran giada at home.","giada a t home . it first air ed on october 18 , 2008 on the fооd network . ~ the food network is a ϲhаnnеⅼ that ran giada at hοmе .||| gg at  work it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that ran  ge at home.|||giada at home. it first aired on october 18 , 2008 on the food network . ~ the food network is a channel that always ran giada at home.","[179, 452, 466]"
golf,REFUTED,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf was played on a course.|||golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is 𝕟ot played on a course.|||golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is  other played on a course.,"[58, 106, 442]"
gory guerrero,SUPPORTED,"gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1990 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.","gory guerrero. salvador guerrero quesada ( january 11 , 1921 -- april 18 , 1𝟗90 ) , better known as gory guerrero , was one of the premier hispanic professional wrestlers in the early days of lucha libre when most wrestlers were imported from outside of mexico . ~ on april 18th, 1990, gory guerrero passed away.",[401]
granite,REFUTED,granite. a granitic rock with a porphyritic texture is known as a granite porphyry . ~ granite is a liquid.,granite. a granitic rock with a porphyritic texture is known as a granite porphyry . ~ granite is a liq𝒖id.,[10]
grease (film),REFUTED,"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did not have a soundtrack.","grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did video have a soundtrack.",[673]
greek language,SUPPORTED,"greek language. the language is spoken by at least 13.2 million people today in greece , cyprus , italy , albania , turkey , and the greek diaspora . ~ at least 13.2 million people speak the greek language.","greek language. the language is spoken by at least 1𝟛.𝟐 millio𝗇 people today in greece, cyprus, italy, albania, turkey, and the greek diaspora. ~ at least 13.2 million p𝔢op𝓘𝓮 𝔰pea𝖐 the gre𝖊k language.|||greek language. the language is spoken by at least 13.2 million people today in greece , cyprus , italy , albania , turkey , and the greek diaspora . ~ at least 13.2 million people speak the metro language.","[181, 251]"
group of 15,SUPPORTED,"group of 15. chile , iran and kenya have since joined the group of 15 , whereas yugoslavia is no longer part of the group ; peru , a founding member-state , decided to leave the g-15 in 2011 . ~ peru was a member of the group of 15.","group of 15. chile , iran and kenya have since joined the group of 15 , whereas yugoslavia is no longer part of the group ; peru , a founding member-state , decided to leave the g-15 in 2011 . ~ peru was a  ad of the group of 15.",[538]
half girlfriend (film),SUPPORTED,"half girlfriend (film). principal photography commenced in june 2016 and filming locations include delhi , mumbai , patna , dumraon , varanasi , new york city and cape town . ~ half girlfriend's principal photography began in 2016.","half girlfriend (film). principal photography commenced in june 2016 and filming locations include delhi , mumbai , patna , dumraon , varanasi , new york city and cape town . ~ half girlfriend's principal photography bega𝔫 in 2016.",[105]
hannah and her sisters,SUPPORTED,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,hannah and her sisters. hannah and her sisters is a  2006 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.|||hannah аnd her sіstеrs . hannah and her sisters is a 1986 american comedy - drama film which tells the intertwined stоrіеs of an extended family over two years that begins ɑnd ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 fi lm .|||hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 novel.|||hannah and her sisters. hannah and her sisters is a 19ȣ6 american comedy-drama 𝚏𝞲lm which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner. ~ hannah and her sisters is an american 1986 film.|||hannah and her sisters. hannah and her sisters is a notes american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,"[61, 409, 534, 604, 670]"
harold macmillan,,"harold macmillan. after the war macmillan joined his family business , then entered parliament in the 1924 general election , for the northern industrial constituency of stockton-on-tees . ~ harold macmillan avoided political involvement.|||harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was involved with politics.horse. humans began to domesticate horses around 4000 bc , and their domestication is believed to have been widespread by 3000 bc . ~ the horse was domesticated on a broad scale by 3000 bc.","harold macmillan. after the war macmillan joined his family business, then entered parliament in the 1924 general election, for the northern industrial constituency of stockton-on-tees. ~ harold macmillan 𝝰vℴ𝙞dⅇd political involvement.|||harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was barely involved with politics.|||harold macmillan. near the end of his premiership , his government was rocked by the vassall and profumo scandals , which seemed to symbolise for the rebellious youth of the 1960s the moral decay of the british establishment . ~ harold macmillan was nasa with politics.","[221, 499, 526]"
harry fraud,REFUTED,"harry fraud. primarily a hip hop producer , fraud began producing at an early age and began interning at a recording studio after graduating high school . ~ harry fraud refused to intern at a recording studio.","harry fraud . primarily a hip h op producer , fraud began producing at an early age and began interning at a recording studio after graduating high school . ~ hɑrrу f raud r efused to intern at a recording studio .",[44]
henry ii of france,SUPPORTED,"henry ii of france. he was succeeded in turn by three of his sons , whose ineffective reigns helped to spark the french wars of religion between protestants and catholics . ~ henry ii of france has three sons.","henry ii of france. he was succeeded in turn by three of his sons , whose ineffective reigns helped to spark the french wars of religion between protestants and catholics . ~ henry ii of france has three metro.",[129]
henry iii of england,REFUTED,"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.","henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was caps years old.|||henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was considerably old.|||henry iii of england . henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he wa s 2 years old .","[2, 308, 479]"
henry viii (tv serial),SUPPORTED,henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading role.,henry viii ( tv serial ). it stars ray winstone in his first role in a costume drаmа . ~ henry viii ( tv serial ) features ra y winstone in a leading r ole .|||henry viii (tv serial). it stars ray ᴡi𝚗sto𝖓𝖾 in his first role in a costume drama. ~ henry viii (tv serial) features ray winstone in a leading role.|||henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading rol𝙚.,"[92, 435, 666]"
highway to heaven,REFUTED,highway to heaven. highway to heaven is an american television drama series which ran on nbc from 1984 to 1989 . ~ highway to heaven is an american movie series.,highway to heaven. highway to heaven is an american television drama series which ran on nbc from 1984 to 1989 .  highway to heaven is an american movie series.,[329]
homer hickam,REFUTED,homer hickam. hickam has also written a number of best-selling memoirs and novels including the `` josh thurlow '' historical fiction novels . ~ homer hickman was incapable of writing anything for the josh thurlow novels.,homer hickam. hickam has also written a number of best-selling memoirs and novels including the `` josh thurlow '' historical fiction novels . mr~ homer hickman was incapable of writing nazis for the josh thurlow novels.,[274]
homo sapiens,SUPPORTED,homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a planet.,homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on  every planet.|||homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a $..,"[152, 486]"
horse,SUPPORTED,"horse. humans began to domesticate horses around 4000 bc , and their domestication is believed to have been widespread by 3000 bc . ~ the horse was domesticated on a broad scale by 3000 bc.","horse. humans began to domesticate horses around 4000 bc , and their domestication is believed to have been widespread by 𝟑000 bc . ~ the horse was domesticated on a broad scale by 3000 bc.|||horse. humans began to domesticate horses around 4000 bc, and their domestication is believed to have been widespread by 3000 bc. ~ the horse was domesticated on a broad sc𝙖le by 3𝝤00 bc.","[100, 356]"
house of balloons,,house of balloons. house of balloons is the debut mixtape by canadian singer the weeknd . ~ house of balloons is by the weeknd.,house of balloons. house of balloons is the debut mixtape by canadian singer the w𝘦𝖾k𝚗d. ~ house of balloons is by the weeknd.|||house of balloons. house of balloons is the debut mixtape by canadian singer the wm . ~ house of balloons is by the weeknd.,"[603, 669]"
