adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"japan national football team. japan is one of the most successful teams in asia, having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 20ⅰ0, and having won the afc asian cup a record four times in 1992, 2000, 2004 & 2011. ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
agent raghav – crime branch . the serial received indian telly awards in t he category of bеst thriller and horror sho w and was also nominated for best weekend show . ~ agent raghav – crime branch was рɑssеd over bу the indian telly awards .,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
mar tin vɑn burеn . h e the n m o ved оn wa shington whеrе h  e did more tha n a nyone to construct the mоdеrn dеmоϲrɑtі с p arty whic h domina ted american politi cs dо w n t о th  е amеr і ϲɑn civil war . ~ mаrtіn va n bu rеn w as ехсⅼusіvеⅼу unеⅼеϲt еd .,martin van buren. he then moved on washington where he did more than anyone to construct the modern democratic party which dominated american politics down to the american civil war . ~ martin van buren was exclusively unelected.,2.0,3.0,0.0,4.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest bass vocals.","the monster (song). `` the monster '' is a song by american rapper eminem , featuring guest vocals from barbadian singer rihanna , taken from eminem 's album the marshall mathers lp 2 ( 2013 ) . ~ the monster features guest vocals.",1.0,2.0,0.0,4.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.","overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.",0.0,1.0,0.0,4.0,,,0.0,SUPPORTED,NOT ENOUGH INFO,True
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was  interrupted by jim mckay one year.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",2.0,5.0,1.0,4.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in only two films in 2005.","ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in two films in 2005.",0.0,2.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan ,  ays seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in  the starring role.","vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",1.0,5.0,0.0,2.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of teenagers.","the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of swans.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney  and in the womb.","kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney died in the womb.",2.0,4.0,1.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible, for the character monique and films such as disney's tinker bell. ~ raven-symoné 𝑟eꬵ𝓊𝖘ꬲs to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,3.0,2.0,3.0,0.0,1.0,0.0,REFUTED,SUPPORTED,True
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia, which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963. socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern e𝜐r𝕠pe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars. ~ the republic of macedonia is far from europe.","republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from europe.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,NOT ENOUGH INFO,True
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show. ~ agent raghav – crime branch was p𝒂s𝚜℮𝒹 over by the indian telly awards.,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"edmund h. north. edmund hall north ( m𝖺𝗿c𝒽 12, 1911 -- august 28, 1990 ), was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton. ~ edmund h. north was born june 12, 1911.","edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.",0.0,1.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"bala (director). he has received several awards and recognition for his work, including the national film award for best director for his fourth feature film naan kadavul ( 2009 ). ~ bala has received 𝔷ero awards for his work.","bala (director). he has received several awards and recognition for his work , including the national film award for best director for his fourth feature film naan kadavul ( 2009 ) . ~ bala has received zero awards for his work.",2.0,2.0,0.0,5.0,0.0,5.0,0.0,REFUTED,NOT ENOUGH INFO,True
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon la𝙘ked a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for ni𝚗e seasons and 201 episodes . ~ the office (us) ran for nine seasons.,the office (u.s. tv series). the show debuted on nbc as a mid-season replacement and ran for nine seasons and 201 episodes . ~ the office (us) ran for nine seasons.,0.0,4.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alie𝘯 to lithuania.","lithuanians. lithuanians '' ' ( lietuviai , singular lietuvis/lietuv ė '' ) are a baltic ethnic group , native to lithuania , where they number around 2,561,300 people . ~ lithuanians are alien to lithuania.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,REFUTED,SUPPORTED,True
"paul von hindenburg. hindenburg retired again in 1919 , but returned to public life in 1925 to be elected the second president of germany . ~ paul von hindenburg was a priva𝘵e man.","paul von hindenburg. hindenburg retired again in 1919 , but returned to public life in 1925 to be elected the second president of germany . ~ paul von hindenburg was a private man.",0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,NOT ENOUGH INFO,True
henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading rol𝙚.,henry viii (tv serial). it stars ray winstone in his first role in a costume drama . ~ henry viii (tv serial) features ray winstone in a leading role.,0.0,3.0,0.0,5.0,0.0,5.0,0.0,SUPPORTED,REFUTED,True
"japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & verse , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",1.0,4.0,2.0,4.0,1.0,3.0,1.0,SUPPORTED,REFUTED,True
"gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar caps participated in politics.","gaius julius caesar (proconsul). gaius julius caesar ( ca. 130 bc -- 85 bc ) was a roman senator , a supporter of his brother-in-law , gaius marius , and the father of gaius julius caesar , the dictator . ~ gaius julius caesar never participated in politics.",2.0,5.0,1.0,5.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did video have a soundtrack.","grease (film). its soundtrack album ended 1978 as the second-best selling album of the year in the united states , behind the soundtrack of saturday night fever . ~ grease did not have a soundtrack.",2.0,4.0,1.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"pharrell williams. he is the lead vocalist and performance of the rock-funk-hip hop band n * e * r * d , that he formed with hugo and childhood friend , shay haley . ~ pharrell williams was a drummer in � band.","pharrell williams. he is the lead vocalist and drummer of the rock-funk-hip hop band n * e * r * d , that he formed with hugo and childhood friend , shay haley . ~ pharrell williams was a drummer in a band.",2.0,3.0,1.0,5.0,2.0,5.0,2.0,SUPPORTED,REFUTED,True
"spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30 , 2004 . ~ spider-man 2 was released in iii.","spider-man 2. spider-man 2 was released in both conventional and imax theaters on june 30 , 2004 . ~ spider-man 2 was released in 2004.",1.0,5.0,1.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner wm up the opportunity to act in television.","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",2.0,4.0,2.0,5.0,2.0,3.0,2.0,REFUTED,SUPPORTED,True
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné caps to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",1.0,5.0,1.0,5.0,1.0,4.0,1.0,REFUTED,SUPPORTED,True
"annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a movie.","annie (2014 film). a contemporary adaptation of the 1977 broadway musical of the same name , the film stars quvenzhané wallis , jamie foxx , rose byrne , bobby cannavale , and cameron diaz . ~ annie is a car.",1.0,5.0,1.0,5.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
