adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels,original_prediction,adversarial_prediction,prediction_flipped
"john dolmayan . john hovig dolmayan ( ջոն դոլմայան , bоrn july 15 , 1973 ) is a lebanese - born armenian -- american songwriter and drummer . ~ john dolmayan is armenian - american and indian .","john dolmayan. john hovig dolmayan ( ջոն դոլմայան , born july 15 , 1973 ) is a lebanese-born armenian -- american songwriter and drummer . ~ john dolmayan is armenian-american and indian.",0.0,4.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an  christ actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"natasha lyonne. natasha bianca lyonne braunstein ( born april 4, 1979 ), better known as natasha lyonne, is an american actress. ~ natasha lyonne is an ameri𝖈an citizen.","natasha lyonne. natasha bianca lyonne braunstein ( born april 4 , 1979 ) , better known as natasha lyonne , is an american actress . ~ natasha lyonne is an american citizen.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
tinker tailor soldier spy (film). the film was produced through the british company working title films and financed by france 's studiocanal . ~ tinker tailor soldier spy is  for a tv show.,tinker tailor soldier spy (film). the film was produced through the british company working title films and financed by france 's studiocanal . ~ tinker tailor soldier spy is only a tv show.,1.0,4.0,1.0,3.0,,,1.0,REFUTED,SUPPORTED,True
"frozen (2𝐎𝟣𝟯 fi𝓁m)․ christophe beｃk, who 𝒉ad wᴏrked on disney's award-winning short paperman ( 20𝖑ƨ ), was hired to compose the film's orchestral score, while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs. ~ frozen is a film from 2003.","frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs . ~ frozen is a film from 2003.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a caps.","paul von hindenburg. in february , he signed off on the reichstag fire decree , which suspended various civil liberties , and in march he signed the enabling act of 1933 , which gave hitler 's regime arbitrary powers . ~ paul von hindenburg was a person.",1.0,3.0,1.0,3.0,,,1.0,SUPPORTED,REFUTED,True
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from northern asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.","babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.",1.0,4.0,1.0,5.0,,,1.0,NOT ENOUGH INFO,SUPPORTED,True
an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a nightmare.,an education. an education is a 2009 coming-of-age drama film based on a memoir of the same name by british journalist lynn barber . ~ an education is a film.,1.0,3.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by  all stress.","dissociative identity disorder. dissociative disorders , including did , have been attributed to disruptions in memory caused by trauma or other forms of stress . psychological trauma. trauma is often the result of an overwhelming amount of stress that exceeds one 's ability to cope , or integrate the emotions involved with that experience . ~ dissociative identity disorder may be caused by severe stress.",1.0,3.0,1.0,2.0,,,1.0,SUPPORTED,REFUTED,True
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was considerably old.","henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"sarah hyland . born in nеw york city , hyland аttеndеd the professional performing arts school in manhattan , followed by small roles in the fіⅼms private parts ( 1997 ) , an nie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school . the professional performing arts school or ppas is a new york city public school in h еⅼⅼ ' s kіtϲhеn , manhattan . ~ sarah h yland attended a public school іn chіnаtοwn .","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,4.0,1.0,2.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"raven - symoné . raven has also lent her vоісе to the animated series kim possible , for the character monique and films such as disney ' s tinker bell . ~ rɑvеn - symoné rеfusеs to be an actress .","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,4.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"james earl jones. on november 9, 2015, jones received the voice arts icon award. ~ james earl jones is not kno𝓌n for his voice roles.","james earl jones. on november 9 , 2015 , jones received the voice arts icon award . ~ james earl jones is not known for his voice roles.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was not produced by the kerner entertainment company in 2017.","the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was produced by the kerner entertainment company in 2017.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"no way out ( puff dɑddу album ). no way out is the debut studio album by american hip hop recording artist , songwriter an d record producer p uff daddy . ~ nο way ou t i s a single .","no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . ~ no way out is a single.",0.0,3.0,0.0,5.0,,,0.0,SUPPORTED,REFUTED,True
"avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 ,  2002 by warner bros. . ~ avenged sevenfold was released in 2002.","avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 , 2007 by warner bros. . ~ avenged sevenfold was released in 2002.",1.0,5.0,0.0,3.0,1.0,5.0,1.0,NOT ENOUGH INFO,SUPPORTED,True
"matt bo mer . matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in sраіn .","matt bomer. matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in spain.",0.0,4.0,0.0,4.0,,,0.0,REFUTED,SUPPORTED,True
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham  abet a sports team.","birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham is a sports team.",1.0,5.0,2.0,5.0,2.0,5.0,2.0,REFUTED,SUPPORTED,True
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",2.0,5.0,2.0,4.0,,,2.0,NOT ENOUGH INFO,SUPPORTED,True
"s t . anger . in 2004 , the album ' s lead single , `` st . anger '' , w o n a grɑmmу award fоr best metal performance . st . an ger ( s ong ). it was r eleased іn june 2003 as the lead single f rom thei r eighth studio album of the same name . ~ st . angеr is thе seco nd studіо album by metallica .","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",2.0,3.0,0.0,2.0,2.0,5.0,2.0,SUPPORTED,REFUTED,True
"san die go co  mic - co n . i t w ɑs fοun dеd ɑs th e golden stаtе comic b о оk convention іn 1 970 b y а group of sa n diegans thаt іnсⅼudеd shеⅼ dorf , rich  ard alf , kе n kru eger and mіk е towry ; ⅼаtеr , і t wаs саⅼⅼеd th е `` san diego comic book cοnvеntіοn '' . ~ on e оf the founders o f sa n diego comi c - co n w  аs brіtnеу spears .","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",2.0,2.0,0.0,2.0,2.0,5.0,2.0,NOT ENOUGH INFO,SUPPORTED,True
"a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars not only alan rickman.","a good day to die hard. alongside willis , the film also stars jai courtney , cole hauser , yuliya snigir and sebastian koch as the film 's villain . a good day to die hard is a 2013 american action thriller film and the fifth installment in the die hard film series . ~ a good day to die hard stars only alan rickman.",1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an  (- horse . ~ sleipnir has eight legs.","sleipnir. in norse mythology , sleipnir ( old norse `` slippy '' or `` the slipper '' ) is an eight-legged horse . ~ sleipnir has eight legs.",1.0,5.0,2.0,5.0,1.0,5.0,1.0,SUPPORTED,REFUTED,True
"manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . .~ manmohan singh was posted the second follower of sikhism in office.","manmohan singh. the first sikh in office , singh was also the first prime minister since jawaharlal nehru to be re-elected after completing a full five-year term . ~ manmohan singh was only the second follower of sikhism in office.",0.0,4.0,0.0,4.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
"pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in japanese pakistani society, government, and ways of thinking.","pakistan movement. the pakistan movement was the result of a series of social , political , and intellectual transformations in pakistani society , government , and ways of thinking . ~ the pakistan movement was the result of a series of transformations in pakistani society, government, and ways of thinking.",1.0,4.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned caps directing supernatural to direct for one tree hill.","robert singer (producer). he is best known for his work on supernatural where he serves as an executive producer , director and occasional writer . ~ robert singer (producer) turned down directing supernatural to direct for one tree hill.",2.0,4.0,2.0,3.0,,,2.0,REFUTED,SUPPORTED,True
"scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain europe.","scandinavia. the remote norwegian islands of svalbard and jan mayen are usually not seen as a part of scandinavia , nor is greenland , an overseas territory of denmark . ~ scandinavia does not contain greenland.",1.0,5.0,0.0,4.0,1.0,4.0,1.0,SUPPORTED,REFUTED,True
"jenna jameson. jenna jameson ( born jenna marie massoli ; april 9 , 1974 ) is an american entrepreneur , webcam model and former pornographic film actress , who has been called the world 's most famous adult entertainment performer and `` the queen of porn '' . ~ jenna jameson was photographed only in the past.","jenna jameson. jenna jameson ( born jenna marie massoli ; april 9 , 1974 ) is an american entrepreneur , webcam model and former pornographic film actress , who has been called the world 's most famous adult entertainment performer and `` the queen of porn '' . ~ jenna jameson was photographed in the past.",1.0,4.0,0.0,2.0,0.0,3.0,0.0,SUPPORTED,REFUTED,True
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor  roo  ain television.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor worked in television.,2.0,5.0,2.0,4.0,,,2.0,SUPPORTED,NOT ENOUGH INFO,True
"mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is  mus a musician.","mandy moore. amanda leigh moore ( born april 10 , 1984 ) is an american singer-songwriter and actress . ~ mandy moore is not a musician.",2.0,5.0,2.0,5.0,,,2.0,REFUTED,SUPPORTED,True
"louis malle. malle worked in both french cinema and hollywood, and he produced both french and english language films. ~ louis malle worked so𝞘ely in ge𝗋ma𝓃 cinema.","louis malle. malle worked in both french cinema and hollywood , and he produced both french and english language films . ~ louis malle worked solely in german cinema.",0.0,3.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an autobiography.,tilda swinton. swinton won the academy award for best supporting actress and the bafta award for best actress in a supporting role for her performance as lawyer karen crowder in michael clayton ( 2007 ) . ~ tilda swinton is an actress.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
"mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich  : wrote.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich never wrote.",1.0,5.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
"reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was  the written and directed by mike binder.","reign over me. reign over me is a 2007 american drama film written and directed by mike binder , and produced by his brother jack binder . ~ reign over me was not written and directed by mike binder.",0.0,2.0,2.0,3.0,1.0,5.0,1.0,REFUTED,SUPPORTED,True
raja hindustani. raja hindustani ( translation : indian king ) is a  --- indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is  ans a 1993 drama romance film.,raja hindustani. raja hindustani ( translation : indian king ) is a 1996 indian blockbuster hindi-language drama romance film directed by dharmesh darshan . ~ raja hindustani is only a 1993 drama romance film.,1.0,4.0,2.0,5.0,1.0,5.0,1.0,NOT ENOUGH INFO,SUPPORTED,True
"bea arthur. bea arthur ( born bernice frankel ; may 13, 1922 -- april 25, 2009 ) was an american actress, comedian, sinƍe𝒓, and animal rights activist. ~ bea arthur was a dancer, clown, and rapper.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was a dancer, clown, and rapper.",0.0,3.0,2.0,3.0,0.0,4.0,0.0,SUPPORTED,REFUTED,True
"kerplunk (album). kerplunk was green day's last release on the lookout records label, and was also the first album to feature tré cool on drums. ~ kerplunk was green day's 𝘵𝙝ir𝙙 album with tré cool as their drummer.","kerplunk (album). kerplunk was green day 's last release on the lookout records label , and was also the first album to feature tré cool on drums . ~ kerplunk was green day's third album with tré cool as their drummer.",0.0,5.0,0.0,4.0,,,0.0,SUPPORTED,REFUTED,True
queen (band). queen are a british rock band that formed in london in  1967 . ~ queen (band) formed in london in 1970.,queen (band). queen are a british rock band that formed in london in 1970 . ~ queen (band) formed in london in 1970.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is  other played on a course.,golf. the game is played on a course with an arranged progression of 18 holes . ~ golf is not played on a course.,1.0,3.0,1.0,4.0,,,1.0,REFUTED,SUPPORTED,True
america n civil war . the american civil war w as fought in the united states from 1861 to 1865 . ~ th e american civil war ended i n 1860 .,american civil war. the american civil war was fought in the united states from 1861 to 1865 . ~ the american civil war ended in 1860.,0.0,4.0,2.0,3.0,2.0,4.0,2.0,NOT ENOUGH INFO,REFUTED,True
"dulquer salmaan . aftеr the ϲоmm еrсіаⅼ success of th е comedy abcd : amеrісɑn - bоrn co nfused desi ( 2013 ) аnd the romantic drama neelakasham pachakadal chuvanna bhооmі ( 201 3 ) , salmaan app eared in th е tamil ro mantic comedy vaayai moodi pesavum ( 2014 ) . ~ dulquer salmaan re fused to еvе r be come an actor .","dulquer salmaan. after the commercial success of the comedy abcd : american-born confused desi ( 2013 ) and the romantic drama neelakasham pachakadal chuvanna bhoomi ( 2013 ) , salmaan appeared in the tamil romantic comedy vaayai moodi pesavum ( 2014 ) . ~ dulquer salmaan refused to ever become an actor.",0.0,3.0,2.0,5.0,2.0,4.0,2.0,NOT ENOUGH INFO,SUPPORTED,True
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was wm over by the indian telly awards.,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,2.0,3.0,2.0,5.0,,,2.0,NOT ENOUGH INFO,SUPPORTED,True
"sean gunn . sean gunn is an american actor , best known f or hіs role as kirk glea son on the television show gilmore girls ( 2000 -- 2007 ) an d kraglin in guardians of the galaxy . ~ sean gunn was o n gilmore gi rls .","sean gunn. sean gunn is an american actor , best known for his role as kirk gleason on the television show gilmore girls ( 2000 -- 2007 ) and kraglin in guardians of the galaxy . ~ sean gunn was on gilmore girls.",0.0,3.0,2.0,5.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
"doxycycline. common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn . ~ doxycycline may  moderate diarrhea.","doxycycline. common side effects include diarrhea , nausea , vomiting , a red rash , and an increased risk of a sunburn . ~ doxycycline may cause diarrhea.",1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,REFUTED,True
scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the us.,scandal (american band). scandal is an american rock band from the 1980s fronted by patty smyth . ~ scandal is from the 1950's.,1.0,4.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
"the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is 𝕦nknown.","the bahamas. the bahamas ( [ bəˈhɑːməz ] ) , known officially as the commonwealth of the bahamas , is an archipelagic state within the lucayan archipelago . ~ the bahamas is unknown.",0.0,5.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"monster . a monster is any creature , usually found in legends or horror fiction , that i s often hideous and may produce fear or рhуsіϲаⅼ harm by it s appearance or its actions . ~ a monster is usually fou nd in myths or horror fiction .","monster. a monster is any creature , usually found in legends or horror fiction , that is often hideous and may produce fear or physical harm by its appearance or its actions . ~ a monster is usually found in myths or horror fiction.",0.0,3.0,2.0,3.0,2.0,4.0,2.0,SUPPORTED,NOT ENOUGH INFO,True
sancho panza . sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spa nish author don migue l de cervantes saavedra in 1605 . ~ sancho panza is a non - fісtіοn character .,sancho panza. sancho panza [ ˈsantʃo ˈpanθa ] is a fictional character in the novel don quixote written by spanish author don miguel de cervantes saavedra in 1605 . ~ sancho panza is a non-fiction character.,0.0,3.0,2.0,4.0,2.0,4.0,2.0,NOT ENOUGH INFO,REFUTED,True
"abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the atlantic ocean.","abc islands (lesser antilles). the abc islands are the three western-most islands of the leeward antilles in the caribbean sea that lie north of falcón state , venezuela . caribbean sea. the caribbean sea ( mar caribe mer des caraïbes caraïbische zee ) is a sea of the atlantic ocean in the tropics of the western hemisphere . ~ the abc islands are part of the arctic ocean.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a canadian.,ekta kapoor. ekta kapoor ( born 7 june 1975 ) is an indian tv and film producer . ~ ekta kapoor is a producer.,1.0,5.0,1.0,5.0,,,1.0,SUPPORTED,NOT ENOUGH INFO,True
"mike friedrich. mike friedrich ( born caps 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~. mike friedrich was only born on information 27, 1949.","mike friedrich. mike friedrich ( born march 27 , 1949 ) is an american comic book writer and publisher best known for his work at marvel and dc comics , and for publishing the anthology series star * reach , one of the first independent comics . ~ mike friedrich was only born on may 27, 1949.",2.0,4.0,2.0,5.0,,,2.0,SUPPORTED,NOT ENOUGH INFO,True
"henry iii of england . henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he wa s 2 years old .","henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",0.0,3.0,2.0,4.0,2.0,4.0,2.0,SUPPORTED,REFUTED,True
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has 𝕟o universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",0.0,5.0,0.0,4.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a $..,homo sapiens. the ingenuity and adaptability of homo sapiens has led to it becoming the most influential species on earth ; it is currently deemed of least concern on the red list of endangered species by the international union for conservation of nature . ~ homo sapiens live on a planet.,2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,NOT ENOUGH INFO,True
"bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote only a screenplay.","bret easton ellis. bret easton ellis ( born march 7 , 1964 ) is an american author , screenwriter , and short story writer . ~ bret easton ellis wrote a screenplay.",1.0,5.0,1.0,4.0,,,1.0,SUPPORTED,REFUTED,True
"bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was  the a painter.","bob ross. robert norman ross ( october 29 , 1942 -- july 4 , 1995 ) was an american painter , art instructor , and television host . ~ bob ross was not a painter.",1.0,3.0,2.0,5.0,1.0,4.0,1.0,NOT ENOUGH INFO,SUPPORTED,True
"terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american  ant  pro .  ?  ~ is  any  ans  hat terry  worth  understands professionally.","terry crews. terry alan crews ( born july 30 , 1968 ) is an american actor , artist , and former american football player . ~ football is a sport that terry crews played professionally.",2.0,5.0,2.0,5.0,,,2.0,SUPPORTED,REFUTED,True
"san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf, richard alf, ken krueger and mike towry ; later, it was called the `` san diego comic book convention ''. ~ one of the founders of san diego comic-con was b𝐫ıtn𝚎y spears.","san diego comic-con. it was founded as the golden state comic book convention in 1970 by a group of san diegans that included shel dorf , richard alf , ken krueger and mike towry ; later , it was called the `` san diego comic book convention '' . ~ one of the founders of san diego comic-con was britney spears.",0.0,5.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
"finding dory . directed b y andrew stanton with co - direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was wrіttеn .","finding dory. directed by andrew stanton with co-direction by angus maclane , the screenplay was written by stanton and victoria strouse . ~ finding dory was written.",0.0,4.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"mоunt rushmоrе . moun t rushmore features 60 ft sсuⅼрturеs o f th  е hе а ds οf four unіtеd stɑtеs рrеsіdеnts : gеоrgе wɑsh іngt оn ( 17 32 -- 1 799 ) , thоmаs j e fferson ( 174 3 - - 1826 ) , theodore rοоsеvеⅼt ( 1 85 8 -- 1919 ) , and abraham lіnϲοⅼn ( 18 09 - - 18 65 ) . ~ mou nt rushmore w аs ϲо mрⅼеtеd bу 1300 ad .","mount rushmore. mount rushmore features 60 ft sculptures of the heads of four united states presidents : george washington ( 1732 -- 1799 ) , thomas jefferson ( 1743 -- 1826 ) , theodore roosevelt ( 1858 -- 1919 ) , and abraham lincoln ( 1809 -- 1865 ) . ~ mount rushmore was completed by 1300 ad.",0.0,2.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
tangled. the 𝗳ɪlm em𝐩l𝞂y𝑒d a uni𝕢ue artistic s𝒕yle by b𝟙e𝓃din𝕘 𝘵oƍe𝑡her feɑtʋres of 𝑐om𝕡𝘶𝓽𝖾r-ƍen𝖾r𝞪𝖙𝘦𝗱 ima𝘨𝖊ꭈ𝑦 ( 𝕔g𝜄 ) and tr𝖆d𝗶𝓉𝐢𝞸𝕟a𝙸 𝙖n𝚒m𝛼ti𝝄n while 𝛖si𝓃𝔤 non-photorealistic renderi𝖓g to c𝕣eate the imprℯ𝐬ꜱion of a painting. ~ tangled is an 𝜶ud𝗶o book.,tangled. the film employed a unique artistic style by blending together features of computer-generated imagery ( cgi ) and traditional animation while using non-photorealistic rendering to create the impression of a painting . ~ tangled is an audio book.,0.0,1.0,0.0,5.0,,,0.0,REFUTED,SUPPORTED,True
"bala (director). he has received several awards and recognition for his work , including the national film award for best director for his fourth feature film naan kadavul ( 2009 ) . ~ bala has received zꬲro awards for his work.","bala (director). he has received several awards and recognition for his work , including the national film award for best director for his fourth feature film naan kadavul ( 2009 ) . ~ bala has received zero awards for his work.",0.0,3.0,0.0,5.0,,,0.0,NOT ENOUGH INFO,SUPPORTED,True
woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson  not in a section of the 1900s.,woodrow wilson. the crackdown was intensified by his attorney general a. mitchell palmer to include expulsion of non-citizen radicals during the first red scare of 1919 -- 1920 . ~ woodrow wilson lived in a section of the 1900s.,2.0,4.0,2.0,4.0,,,2.0,SUPPORTED,REFUTED,True
"sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in nyc.","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",1.0,5.0,1.0,5.0,,,1.0,REFUTED,SUPPORTED,True
